ZipCode,Population,case_count_cumulative,case_count_last_30_days,case_count_last_14_days,case_count_per_100K_cumulative,case_count_per_100K_last_30_days,case_count_per_100K_last_14_days,population_density,num_universities,num_uni_students
43907,5760,100,54,28,1736.1,937.5,486.1,36.9,0,0
43908,1599,23,7,None,1438.4,437.8,None,52.8,0,0
43909,None,None,None,None,None,None,None,None,0,0
43910,3208,62,42,22,1932.7,1309.2,685.8,58.9,0,0
43912,6317,135,77,44,2137.1,1218.9,696.5,368.2,0,0
43913,1596,21,11,6,1315.8,689.2,375.9,593.9,0,0
43914,194,5,None,None,2577.3,None,None,24.1,0,0
43915,1172,36,15,6,3071.7,1279.9,511.9,25.7,0,0
43916,None,None,None,None,None,None,None,None,0,0
43917,3380,41,19,8,1213.0,562.1,236.7,88.3,0,0
43920,22290,547,337,191,2454.0,1511.9,856.9,514.6,0,0
43925,425,None,None,None,None,None,None,2740.0,0,0
43926,236,6,6,None,2542.4,2542.4,None,821.2,0,0
43927,124,None,None,None,None,None,None,220.2,0,0
43928,21,None,None,None,None,None,None,116.9,0,0
43930,795,16,11,6,2012.6,1383.6,754.7,21.1,0,0
43931,375,7,5,None,1866.7,1333.3,None,681.9,0,0
43932,836,18,15,11,2153.1,1794.3,1315.8,48.1,0,0
43933,1875,31,22,6,1653.3,1173.3,320,44.6,0,0
43934,466,5,None,None,1073.0,None,None,1410.6,0,0
43935,8870,185,117,51,2085.7,1319.1,575,440.9,0,0
43937,None,None,None,None,None,None,None,None,0,0
43938,5320,95,65,35,1785.7,1221.8,657.9,169.7,0,0
43939,439,8,None,None,1822.3,None,None,649.7,0,0
43940,102,7,None,None,6862.7,None,None,652.0,0,0
43941,None,None,None,None,None,None,None,None,0,0
43942,2767,53,36,8,1915.4,1301.0,289.1,115.5,0,0
43943,3029,53,30,17,1749.8,990.4,561.2,72.0,0,0
43944,2221,44,35,24,1981.1,1575.9,1080.6,91.2,0,0
43945,3189,49,18,9,1536.5,564.4,282.2,49.1,0,0
43946,2136,41,23,9,1919.5,1076.8,421.3,38.0,0,0
43947,5297,147,81,28,2775.2,1529.2,528.6,302.8,0,0
43948,586,None,None,None,None,None,None,869.2,0,0
43950,16446,615,214,64,3739.5,1301.2,389.2,188.6,1,1042
43951,64,None,None,None,None,None,None,1347.1,0,0
43952,18498,518,341,222,2800.3,1843.4,1200.1,715.3,2,5325
43953,11656,263,144,81,2256.3,1235.4,694.9,629.9,0,0
43961,363,5,None,None,1377.4,None,None,508.8,0,0
43962,92,None,None,None,None,None,None,68.1,0,0
43963,1385,24,18,7,1732.9,1299.6,505.4,2822.3,0,0
43964,8642,185,127,95,2140.7,1469.6,1099.3,194.4,0,0
43967,None,None,None,None,None,None,None,206.2,0,0
43968,6212,185,123,80,2978.1,1980.0,1287.8,195.8,0,0
43970,80,None,None,None,None,None,None,241.4,0,0
43971,1100,19,6,None,1727.3,545.5,None,968.8,0,0
43972,121,None,None,None,None,None,None,1756.3,0,0
43973,2281,20,15,9,876.8,657.6,394.6,22.7,0,0
43974,75,None,None,None,None,None,None,1046.9,0,0
43976,1661,39,25,17,2348.0,1505.1,1023.5,73.7,0,0
43977,2289,38,13,None,1660.1,567.9,None,45.4,0,0
43981,None,None,None,None,None,None,None,None,0,0
43983,454,None,None,None,None,None,None,18.5,0,0
43984,None,None,None,None,None,None,None,None,0,0
43985,93,None,None,None,None,None,None,291.1,0,0
43986,2332,30,14,11,1286.4,600.3,471.7,58.7,0,0
43988,2263,36,20,9,1590.8,883.8,397.7,41.8,0,0
44001,21130,466,315,152,2205.4,1490.8,719.4,594.8,0,0
44003,4228,87,57,20,2057.7,1348.2,473,66.2,0,0
44004,31474,745,417,164,2367.0,1324.9,521.1,423.1,0,0
44005,None,None,None,None,None,None,None,None,0,0
44010,1555,36,25,12,2315.1,1607.7,771.7,91.5,0,0
44011,22786,589,336,172,2584.9,1474.6,754.8,1044.0,0,0
44012,23777,642,361,198,2700.1,1518.3,832.7,1654.4,0,0
44017,18903,511,286,137,2703.3,1513.0,724.8,3022.8,1,3979
44021,6244,105,45,25,1681.6,720.7,400.4,142.0,0,0
44022,16604,420,211,122,2529.5,1270.8,734.8,535.3,0,0
44023,17473,419,239,121,2398.0,1367.8,692.5,318.8,0,0
44024,23834,682,424,201,2861.5,1779.0,843.3,257.1,0,0
44026,10989,305,181,93,2775.5,1647.1,846.3,390.2,0,0
44028,9000,189,108,59,2100.0,1200.0,655.6,247.4,0,0
44030,15949,364,200,76,2282.3,1254.0,476.5,263.0,0,0
44032,1516,19,14,None,1253.3,923.5,None,35.2,0,0
44033,None,None,None,None,None,None,None,None,0,0
44035,63318,1459,800,383,2304.2,1263.5,604.9,1318.2,1,12948
44036,None,None,None,None,None,None,None,None,0,0
44039,33018,907,454,250,2747.0,1375.0,757.2,1293.6,0,0
44040,2903,114,71,41,3927.0,2445.7,1412.3,316.3,0,0
44041,14321,369,232,110,2576.6,1620.0,768.1,222.6,0,0
44044,15400,351,160,74,2279.2,1039.0,480.5,282.2,0,0
44045,477,14,10,6,2935.0,2096.4,1257.9,338.1,0,0
44046,2473,47,30,16,1900.5,1213.1,647,125.4,0,0
44047,9122,280,204,71,3069.5,2236.4,778.3,83.1,0,0
44048,2529,44,33,15,1739.8,1304.9,593.1,100.9,0,0
44049,224,None,None,None,None,None,None,713.3,0,0
44050,6384,187,114,69,2929.2,1785.7,1080.8,241.6,0,0
44052,28576,643,392,207,2250.1,1371.8,724.4,2733.6,0,0
44053,18895,489,292,176,2588.0,1545.4,931.5,1445.9,0,0
44054,12613,314,186,95,2489.5,1474.7,753.2,924.8,0,0
44055,19943,448,204,122,2246.4,1022.9,611.7,3126.1,0,0
44056,11808,370,179,88,3133.5,1515.9,745.3,1168.0,0,0
44057,19482,620,448,229,3182.4,2299.6,1175.4,392.2,0,0
44060,60476,1896,1327,590,3135.1,2194.3,975.6,1514.8,0,0
44061,None,None,None,None,None,None,None,None,0,0
44062,14523,321,91,47,2210.3,626.6,323.6,203.3,0,0
44064,1724,47,21,7,2726.2,1218.1,406,75.2,0,0
44065,4522,86,58,30,1901.8,1282.6,663.4,208.7,0,0
44067,20470,650,324,148,3175.4,1582.8,723,1210.6,0,0
44068,None,None,None,None,None,None,None,None,0,0
44070,31847,903,402,235,2835.4,1262.3,737.9,2799.7,0,0
44072,4420,124,67,36,2805.4,1515.8,814.5,234.1,0,0
44073,None,None,None,None,None,None,None,None,0,0
44074,11376,146,105,55,1283.4,923,483.5,240.7,1,2978
44076,5022,87,46,21,1732.4,916,418.2,72.1,0,0
44077,56353,1621,1067,538,2876.5,1893.4,954.7,918.0,1,1155
44080,92,None,None,None,None,None,None,113.7,0,0
44081,7104,176,126,59,2477.5,1773.6,830.5,338.0,0,0
44082,2464,14,10,5,568.2,405.8,202.9,37.5,0,0
44084,3749,104,77,22,2774.1,2053.9,586.8,86.9,0,0
44085,3448,52,29,13,1508.1,841.1,377,63.2,0,0
44086,2558,39,27,10,1524.6,1055.5,390.9,88.3,0,0
44087,20595,721,326,130,3500.8,1582.9,631.2,1132.7,0,0
44088,None,None,None,None,None,None,None,None,0,0
44089,15527,376,224,102,2421.6,1442.6,656.9,417.0,0,0
44090,11996,215,132,63,1792.3,1100.4,525.2,107.3,0,0
44092,16677,734,462,174,4401.3,2770.3,1043.4,2206.3,0,0
44093,1210,23,15,None,1900.8,1239.7,None,47.6,0,0
44094,35755,1502,906,359,4200.8,2533.9,1004.1,894.6,1,9831
44095,33340,1073,760,300,3218.4,2279.5,899.8,3640.1,0,0
44096,None,None,None,None,None,None,None,None,0,0
44097,None,None,None,None,None,None,None,None,0,0
44099,2334,39,17,7,1671.0,728.4,299.9,95.2,0,0
44101,610,11,7,None,1803.3,1147.5,None,20844.5,0,0
44102,45514,1231,599,335,2704.7,1316.1,736,5776.5,0,0
44103,16519,554,181,84,3353.7,1095.7,508.5,3568.7,1,1500
44104,19640,472,158,85,2403.3,804.5,432.8,4749.2,0,0
44105,37211,969,375,225,2604.1,1007.8,604.7,4376.9,0,0
44106,25752,726,288,114,2819.2,1118.4,442.7,6321.6,3,12889
44107,50666,1634,802,397,3225.0,1582.9,783.6,7740.6,0,0
44108,21939,630,217,116,2871.6,989.1,528.7,5211.5,0,0
44109,40246,1073,549,333,2666.1,1364.1,827.4,5592.8,0,0
44110,19116,520,199,107,2720.2,1041.0,559.7,4320.2,0,0
44111,42821,1169,577,302,2730.0,1347.5,705.3,6424.5,0,0
44112,21909,567,222,120,2588.0,1013.3,547.7,5474.2,0,0
44113,20358,896,335,147,4401.2,1645.5,722.1,4870.7,0,0
44114,6567,272,108,56,4141.9,1644.6,852.7,1238.7,1,1000
44115,8284,380,143,61,4587.2,1726.2,736.4,3139.2,2,48754
44116,20338,578,274,146,2842.0,1347.2,717.9,3574.9,0,0
44117,9611,352,149,67,3662.5,1550.3,697.1,2641.6,0,0
44118,38833,1198,452,274,3085.0,1164.0,705.6,5570.1,1,3709
44119,13108,480,232,128,3661.9,1769.9,976.5,4800.0,0,0
44120,34276,912,317,167,2660.8,924.8,487.2,6671.5,0,0
44121,33211,1242,523,250,3739.7,1574.8,752.8,5294.6,1,2100
44122,33342,1175,462,259,3524.1,1385.6,776.8,2634.6,0,0
44123,16515,707,265,108,4281.0,1604.6,654,5345.0,0,0
44124,37737,1273,628,305,3373.3,1664.1,808.2,2590.8,1,1180
44125,27939,998,421,210,3572.1,1506.9,751.6,1977.1,1,510
44126,16372,487,238,125,2974.6,1453.7,763.5,3572.1,0,0
44127,4375,78,31,12,1782.9,708.6,274.3,2683.7,0,0
44128,28790,1066,342,210,3702.7,1187.9,729.4,3465.2,0,0
44129,28276,913,412,213,3228.9,1457.1,753.3,4782.6,0,0
44130,49787,1501,755,370,3014.8,1516.5,743.2,2939.7,0,0
44131,20532,642,300,130,3126.8,1461.1,633.2,1258.1,0,0
44132,14805,540,220,95,3647.4,1486.0,641.7,4476.6,0,0
44133,30225,941,446,211,3113.3,1475.6,698.1,1430.7,0,0
44134,37533,1233,523,232,3285.1,1393.4,618.1,4009.6,0,0
44135,27640,773,334,176,2796.7,1208.4,636.8,2745.0,0,0
44136,25776,752,374,186,2917.4,1451.0,721.6,1895.7,0,0
44137,22657,938,336,184,4140.0,1483.0,812.1,4448.4,0,0
44138,22378,536,296,161,2395.2,1322.7,719.5,1597.1,0,0
44139,24212,706,324,184,2915.9,1338.2,760,1053.5,0,0
44140,15391,399,211,107,2592.4,1370.9,695.2,2198.5,0,0
44141,13830,394,196,92,2848.9,1417.2,665.2,577.9,0,0
44142,18674,543,274,138,2907.8,1467.3,739,2488.9,0,0
44143,24241,1056,474,226,4356.3,1955.4,932.3,1723.6,0,0
44144,21697,659,316,157,3037.3,1456.4,723.6,3879.9,0,0
44145,32378,1189,526,292,3672.2,1624.6,901.8,2041.0,0,0
44146,29223,1035,399,225,3541.7,1365.4,769.9,1467.7,0,0
44147,19361,553,299,150,2856.3,1544.3,774.8,1467.0,0,0
44149,18976,587,253,131,3093.4,1333.3,690.3,1687.8,0,0
44178,None,None,None,None,None,None,None,None,0,0
44181,None,None,None,None,None,None,None,None,0,0
44185,None,None,None,None,None,None,None,None,0,0
44188,None,None,None,None,None,None,None,None,0,0
44189,None,None,None,None,None,None,None,None,0,0
44190,None,None,None,None,None,None,None,None,0,0
44191,None,None,None,None,None,None,None,None,0,0
44192,None,None,None,None,None,None,None,None,0,0
44193,None,None,None,None,None,None,None,None,0,0
44194,None,None,None,None,None,None,None,None,0,0
44195,None,None,None,None,None,None,None,None,0,0
44197,None,None,None,None,None,None,None,None,0,0
44198,None,None,None,None,None,None,None,None,0,0
44199,None,None,None,None,None,None,None,None,0,0
44201,6944,119,59,34,1713.7,849.7,489.6,122.6,0,0
44202,20408,638,303,155,3126.2,1484.7,759.5,622.8,0,0
44203,40442,830,461,217,2052.3,1139.9,536.6,1127.9,0,0
44210,None,None,None,None,None,None,None,None,0,0
44211,None,None,None,None,None,None,None,None,0,0
44212,44380,1502,790,361,3384.4,1780.1,813.4,2028.4,0,0
44214,2267,48,27,11,2117.3,1191.0,485.2,70.8,0,0
44215,2323,57,29,16,2453.7,1248.4,688.8,1360.2,0,0
44216,9540,236,129,58,2473.8,1352.2,608,413.8,0,0
44217,3997,95,48,16,2376.8,1200.9,400.3,144.8,0,0
44221,29154,738,367,206,2531.4,1258.8,706.6,4507.2,0,0
44222,None,None,None,None,None,None,None,None,0,0
44223,17722,590,294,134,3329.2,1659.0,756.1,1205.9,0,0
44224,39564,1031,518,271,2605.9,1309.3,685,1885.8,0,0
44230,8549,242,131,76,2830.7,1532.3,889,479.7,0,0
44231,8777,160,82,51,1822.9,934.3,581.1,171.3,0,0
44232,None,None,None,None,None,None,None,None,0,0
44233,7927,206,107,53,2598.7,1349.8,668.6,289.8,0,0
44234,4177,65,32,14,1556.1,766.1,335.2,181.4,1,1259
44235,1916,21,11,None,1096.0,574.1,None,83.5,0,0
44236,25518,626,296,136,2453.2,1160.0,533,740.1,0,0
44237,None,None,None,None,None,None,None,None,0,0
44240,39536,1154,482,225,2918.9,1219.1,569.1,947.5,1,29477
44241,16638,437,218,124,2626.5,1310.3,745.3,747.2,0,0
44242,None,None,None,None,None,None,None,None,0,0
44243,4721,114,38,18,2414.7,804.9,381.3,8696.5,0,0
44250,1110,23,12,7,2072.1,1081.1,630.6,2217.6,0,0
44251,922,21,15,7,2277.7,1626.9,759.2,636.2,0,0
44253,3212,76,35,16,2366.1,1089.7,498.1,137.4,0,0
44254,4960,93,53,17,1875.0,1068.5,342.7,179.1,0,0
44255,8223,144,81,42,1751.2,985,510.8,203.3,0,0
44256,62916,1892,1018,500,3007.2,1618.0,794.7,464.8,0,0
44258,None,None,None,None,None,None,None,None,0,0
44260,13166,270,158,88,2050.7,1200.1,668.4,374.6,0,0
44262,5049,124,76,29,2455.9,1505.2,574.4,2131.8,0,0
44264,3073,139,24,10,4523.3,781,325.4,137.9,0,0
44265,None,None,None,None,None,None,None,319.6,0,0
44266,33894,641,367,217,1891.2,1082.8,640.2,357.0,0,0
44270,8800,210,68,25,2386.4,772.7,284.1,416.1,0,0
44272,5176,140,91,45,2704.8,1758.1,869.4,221.3,1,959
44273,7172,130,70,36,1812.6,976,502,178.2,0,0
44274,246,6,None,None,2439.0,None,None,493.4,0,0
44275,3280,75,43,13,2286.6,1311.0,396.3,83.9,0,0
44276,1795,35,18,10,1949.9,1002.8,557.1,98.6,0,0
44278,17951,481,251,135,2679.5,1398.3,752,1193.7,0,0
44280,4641,164,99,49,3533.7,2133.2,1055.8,181.0,0,0
44281,32161,765,411,210,2378.7,1277.9,653,636.1,0,0
44282,None,None,None,None,None,None,None,None,0,0
44285,25,None,None,None,None,None,None,635.7,0,0
44286,6193,164,111,61,2648.2,1792.3,985,255.8,0,0
44287,7688,148,76,28,1925.1,988.6,364.2,118.5,0,0
44288,3521,58,33,20,1647.3,937.2,568,214.0,0,0
44301,15060,327,177,82,2171.3,1175.3,544.5,4378.5,0,0
44302,5127,113,49,23,2204.0,955.7,448.6,6514.7,0,0
44303,7766,234,144,60,3013.1,1854.2,772.6,3298.1,0,0
44304,5028,135,56,18,2685.0,1113.8,358,3710.5,0,0
44305,22425,438,218,105,1953.2,972.1,468.2,3306.6,0,0
44306,21165,452,198,96,2135.6,935.5,453.6,2721.3,0,0
44307,6751,167,62,34,2473.7,918.4,503.6,3282.1,0,0
44308,943,33,14,None,3499.5,1484.6,None,1353.5,0,0
44309,None,None,None,None,None,None,None,None,0,0
44310,26659,1244,291,144,4666.3,1091.6,540.2,3881.0,0,0
44311,8447,152,59,30,1799.5,698.5,355.2,4953.9,0,0
44312,31064,756,418,230,2433.7,1345.6,740.4,1628.1,0,0
44313,24580,725,357,178,2949.6,1452.4,724.2,1729.1,0,0
44314,19113,321,167,79,1679.5,873.8,413.3,4220.3,0,0
44315,None,None,None,None,None,None,None,None,0,0
44316,None,None,None,None,None,None,None,None,0,0
44317,None,None,None,None,None,None,None,None,0,0
44319,22647,757,373,161,3342.6,1647.0,710.9,1081.7,0,0
44320,19419,453,158,98,2332.8,813.6,504.7,2107.1,0,0
44321,15346,509,249,104,3316.8,1622.6,677.7,980.2,0,0
44322,None,None,None,None,None,None,None,None,0,0
44325,None,None,None,None,None,None,None,None,1,23962
44326,None,None,None,None,None,None,None,None,0,0
44328,None,None,None,None,None,None,None,None,0,0
44333,18778,544,277,133,2897.0,1475.1,708.3,660.9,0,0
44334,None,None,None,None,None,None,None,None,0,0
44372,None,None,None,None,None,None,None,None,0,0
44393,None,None,None,None,None,None,None,None,0,0
44396,None,None,None,None,None,None,None,None,0,0
44398,None,None,None,None,None,None,None,None,0,0
44399,None,None,None,None,None,None,None,None,0,0
44401,2903,54,22,10,1860.1,757.8,344.5,81.0,0,0
44402,3228,73,42,20,2261.5,1301.1,619.6,83.0,0,0
44403,3904,98,39,17,2510.2,999,435.5,285.4,0,0
44404,1446,28,21,9,1936.4,1452.3,622.4,100.0,0,0
44405,7969,294,175,94,3689.3,2196.0,1179.6,2284.6,0,0
44406,21749,820,421,201,3770.3,1935.7,924.2,401.5,0,0
44408,10043,402,160,95,4002.8,1593.1,945.9,292.7,0,0
44410,16702,621,436,178,3718.1,2610.5,1065.7,214.9,0,0
44411,2328,50,29,12,2147.8,1245.7,515.5,106.0,0,0
44412,2630,48,27,7,1825.1,1026.6,266.2,115.3,0,0
44413,7371,151,90,50,2048.6,1221.0,678.3,318.7,0,0
44415,None,None,None,None,None,None,None,None,0,0
44416,None,None,None,None,None,None,None,None,0,0
44417,1736,36,17,8,2073.7,979.3,460.8,47.7,0,0
44418,1531,33,20,9,2155.5,1306.3,587.9,98.4,0,0
44420,14796,440,216,82,2973.8,1459.9,554.2,969.7,0,0
44422,None,None,None,None,None,None,None,None,0,0
44423,2423,52,34,15,2146.1,1403.2,619.1,104.7,0,0
44424,None,None,None,None,None,None,None,None,0,0
44425,14354,412,224,87,2870.3,1560.5,606.1,469.7,0,0
44427,1406,36,18,6,2560.5,1280.2,426.7,46.9,0,0
44428,3045,69,48,35,2266.0,1576.4,1149.4,50.5,0,0
44429,2544,36,26,11,1415.1,1022.0,432.4,273.9,0,0
44430,4777,185,44,20,3872.7,921.1,418.7,392.4,0,0
44431,4514,118,51,23,2614.1,1129.8,509.5,176.1,0,0
44432,13279,1203,140,78,9059.4,1054.3,587.4,130.0,0,0
44436,3695,111,59,33,3004.1,1596.8,893.1,158.8,0,0
44437,4406,134,56,30,3041.3,1271.0,680.9,1049.8,0,0
44438,4300,165,52,15,3837.2,1209.3,348.8,513.6,0,0
44439,147,None,None,None,None,None,None,280.8,0,0
44440,4960,213,81,40,4294.4,1633.1,806.5,538.8,0,0
44441,1757,46,26,18,2618.1,1479.8,1024.5,92.7,0,0
44442,3938,162,68,30,4113.8,1726.8,761.8,428.7,0,0
44443,1672,45,20,10,2691.4,1196.2,598.1,156.4,0,0
44444,9563,189,112,58,1976.4,1171.2,606.5,233.9,0,0
44445,3604,87,46,28,2414.0,1276.4,776.9,192.5,0,0
44446,20150,650,366,151,3225.8,1816.4,749.4,1476.4,0,0
44449,1264,31,16,9,2452.5,1265.8,712,90.1,0,0
44450,2041,40,26,12,1959.8,1273.9,587.9,48.8,0,0
44451,2817,102,53,19,3620.9,1881.4,674.5,80.6,0,0
44452,3444,195,100,73,5662.0,2903.6,2119.6,212.8,0,0
44453,None,None,None,None,None,None,None,None,0,0
44454,982,34,18,13,3462.3,1833.0,1323.8,101.9,0,0
44455,1665,35,13,8,2102.1,780.8,480.5,78.6,0,0
44460,25258,916,369,146,3626.6,1460.9,578,240.5,1,84
44470,3953,69,47,31,1745.5,1189.0,784.2,148.9,0,0
44471,10742,324,200,108,3016.2,1861.9,1005.4,2431.5,0,0
44473,3609,114,73,34,3158.8,2022.7,942.1,154.5,0,0
44481,9617,254,159,82,2641.2,1653.3,852.7,186.7,0,0
44482,None,None,None,None,None,None,None,None,0,0
44483,24836,767,448,202,3088.3,1803.8,813.3,1401.1,0,0
44484,21804,725,436,195,3325.1,1999.6,894.3,1320.6,0,0
44485,16101,325,164,73,2018.5,1018.6,453.4,2034.7,0,0
44486,None,None,None,None,None,None,None,None,0,0
44488,None,None,None,None,None,None,None,None,0,0
44490,970,24,13,5,2474.2,1340.2,515.5,1136.2,0,0
44491,3517,78,30,17,2217.8,853,483.4,101.5,0,0
44492,None,None,None,None,None,None,None,None,0,0
44493,29,None,None,None,None,None,None,155.7,0,0
44501,None,None,None,None,None,None,None,None,0,0
44502,9336,294,159,87,3149.1,1703.1,931.9,1790.8,0,0
44503,1130,49,28,16,4336.3,2477.9,1415.9,2003.9,0,0
44504,4799,191,53,25,3980.0,1104.4,520.9,4083.0,0,0
44505,17985,672,270,122,3736.4,1501.3,678.3,1117.8,0,0
44506,2877,78,28,11,2711.2,973.2,382.3,1153.6,0,0
44507,5409,110,58,32,2033.6,1072.3,591.6,3084.7,0,0
44509,11911,337,112,49,2829.3,940.3,411.4,2240.2,0,0
44510,2601,65,27,10,2499.0,1038.1,384.5,1262.7,0,0
44511,19966,652,305,154,3265.6,1527.6,771.3,2509.2,0,0
44512,32763,1261,527,260,3848.9,1608.5,793.6,1970.9,0,0
44513,None,None,None,None,None,None,None,None,0,0
44514,21659,902,510,281,4164.6,2354.7,1297.4,965.0,0,0
44515,26662,943,454,222,3536.9,1702.8,832.6,1308.8,0,0
44555,None,None,None,None,None,None,None,None,1,12503
44601,34740,911,474,198,2622.3,1364.4,569.9,410.2,1,2262
44606,8718,216,62,23,2477.6,711.2,263.8,176.9,0,0
44607,178,None,None,None,None,None,None,105.6,0,0
44608,2439,49,24,11,2009.0,984,451,130.0,0,0
44609,3935,125,56,20,3176.6,1423.1,508.3,142.9,0,0
44610,160,32,12,None,20000.0,7500.0,None,1411.9,0,0
44611,2121,53,29,13,2498.8,1367.3,612.9,56.9,0,0
44612,5518,151,87,37,2736.5,1576.7,670.5,215.2,0,0
44613,2012,54,40,14,2683.9,1988.1,695.8,1174.1,0,0
44614,12628,393,217,130,3112.1,1718.4,1029.5,554.2,0,0
44615,10312,241,98,51,2337.1,950.3,494.6,77.8,0,0
44617,None,None,None,None,None,None,None,None,0,0
44618,6787,276,139,44,4066.6,2048.0,648.3,160.0,0,0
44619,None,None,None,None,None,None,None,None,0,0
44620,2057,21,15,8,1020.9,729.2,388.9,64.3,0,0
44621,4476,193,128,51,4311.9,2859.7,1139.4,148.7,0,0
44622,17895,973,446,160,5437.3,2492.3,894.1,332.9,0,0
44624,5308,171,39,20,3221.6,734.7,376.8,113.2,0,0
44625,1918,32,16,7,1668.4,834.2,365,88.5,0,0
44626,3015,59,33,17,1956.9,1094.5,563.8,112.9,0,0
44627,6829,152,32,9,2225.8,468.6,131.8,163.6,0,0
44628,932,35,23,7,3755.4,2467.8,751.1,27.5,0,0
44629,2661,98,63,25,3682.8,2367.5,939.5,129.1,0,0
44630,None,None,None,None,None,None,None,None,0,0
44631,None,None,None,None,None,None,None,None,0,0
44632,9831,282,159,70,2868.5,1617.3,712,355.4,0,0
44633,2634,68,13,None,2581.6,493.5,None,120.3,0,0
44634,2246,47,29,16,2092.6,1291.2,712.4,111.0,0,0
44636,None,None,None,None,None,None,None,None,0,0
44637,3281,91,38,15,2773.5,1158.2,457.2,52.2,0,0
44638,1453,36,12,8,2477.6,825.9,550.6,53.6,0,0
44639,None,None,None,None,None,None,None,None,0,0
44640,235,None,None,None,None,None,None,1240.0,0,0
44641,20239,531,282,127,2623.6,1393.3,627.5,372.3,0,0
44643,3585,66,27,14,1841.0,753.1,390.5,99.7,0,0
44644,4949,94,53,22,1899.4,1070.9,444.5,206.2,0,0
44645,2299,59,28,13,2566.3,1217.9,565.5,99.0,0,0
44646,46749,1353,731,348,2894.2,1563.7,744.4,1567.4,0,0
44647,19172,404,242,112,2107.2,1262.3,584.2,641.1,0,0
44648,None,None,None,None,None,None,None,None,0,0
44650,None,None,None,None,None,None,None,None,0,0
44651,656,9,None,None,1372.0,None,None,27.2,0,0
44652,32,None,None,None,None,None,None,432.3,0,0
44653,673,19,16,7,2823.2,2377.4,1040.1,1992.3,0,0
44654,21043,729,221,82,3464.3,1050.2,389.7,127.7,0,0
44656,2836,55,38,19,1939.4,1339.9,670,73.3,0,0
44657,9583,183,90,51,1909.6,939.2,532.2,159.0,0,0
44659,136,14,None,None,10294.1,None,None,1327.6,0,0
44660,None,None,None,None,None,None,None,None,0,0
44661,153,8,None,None,5228.8,None,None,3548.9,0,0
44662,10020,296,190,76,2954.1,1896.2,758.5,152.9,0,0
44663,24914,918,502,188,3684.7,2014.9,754.6,266.6,0,0
44665,None,None,None,None,None,None,None,None,0,0
44666,2667,68,49,23,2549.7,1837.3,862.4,131.1,0,0
44667,13410,384,166,67,2863.5,1237.9,499.6,303.8,0,0
44669,1347,21,13,7,1559.0,965.1,519.7,72.9,0,0
44670,172,None,None,None,None,None,None,2121.9,0,0
44671,290,5,None,None,1724.1,None,None,257.3,0,0
44672,4748,214,51,29,4507.2,1074.1,610.8,1429.2,0,0
44675,1825,31,19,11,1698.6,1041.1,602.7,65.8,0,0
44676,4402,116,56,25,2635.2,1272.1,567.9,87.6,0,0
44677,2463,80,37,9,3248.1,1502.2,365.4,150.3,0,0
44678,344,6,None,None,1744.2,None,None,24.7,0,0
44679,None,None,None,None,None,None,None,None,0,0
44680,4455,143,78,21,3209.9,1750.8,471.4,232.7,0,0
44681,7987,381,109,23,4770.3,1364.7,288,129.4,0,0
44682,1030,39,26,12,3786.4,2524.3,1165.0,2370.8,0,0
44683,8552,288,189,103,3367.6,2210.0,1204.4,122.5,0,0
44685,27842,824,456,235,2959.6,1637.8,844,1050.3,0,0
44687,275,98,27,8,35636.4,9818.2,2909.1,2383.5,0,0
44688,2816,55,22,10,1953.1,781.3,355.1,130.0,0,0
44689,786,16,6,None,2035.6,763.4,None,165.7,0,0
44690,213,7,None,None,3286.4,None,None,758.0,0,0
44691,45048,1522,547,235,3378.6,1214.3,521.7,276.1,1,2049
44693,41,None,None,None,None,None,None,53.8,0,0
44695,1578,34,29,22,2154.6,1837.8,1394.2,56.4,0,0
44697,204,None,None,None,None,None,None,279.7,0,0
44699,811,18,15,5,2219.5,1849.6,616.5,12.1,0,0
44701,None,None,None,None,None,None,None,None,0,0
44702,948,53,42,37,5590.7,4430.4,3903.0,1733.3,0,0
44703,8081,182,63,30,2252.2,779.6,371.2,7976.2,0,0
44704,3490,76,31,16,2177.7,888.3,458.5,1526.3,0,0
44705,19451,387,153,73,1989.6,786.6,375.3,2326.4,0,0
44706,17413,391,169,73,2245.4,970.5,419.2,973.0,0,0
44707,8802,172,67,34,1954.1,761.2,386.3,612.7,0,0
44708,25541,672,310,138,2631.1,1213.7,540.3,2358.9,0,0
44709,19217,535,286,130,2784.0,1488.3,676.5,3317.8,1,1962
44710,9557,175,82,45,1831.1,858,470.9,4668.0,0,0
44711,None,None,None,None,None,None,None,None,0,0
44712,None,None,None,None,None,None,None,None,0,0
44714,8442,226,106,55,2677.1,1255.6,651.5,3365.3,0,0
44718,11895,440,209,98,3699.0,1757.0,823.9,1419.9,0,0
44720,38080,1264,665,323,3319.3,1746.3,848.2,1162.9,2,16597
44721,14149,415,237,99,2933.1,1675.0,699.7,880.1,0,0
44730,5847,115,58,29,1966.8,992,496,168.5,0,0
44735,None,None,None,None,None,None,None,None,0,0
44750,None,None,None,None,None,None,None,None,0,0
44767,None,None,None,None,None,None,None,None,0,0
44799,None,None,None,None,None,None,None,None,0,0
44802,951,25,13,None,2628.8,1367.0,None,31.1,0,0
44804,940,28,12,7,2978.7,1276.6,744.7,54.6,0,0
44805,32833,795,443,188,2421.3,1349.3,572.6,210.0,1,5428
44807,2120,42,21,12,1981.1,990.6,566,30.3,0,0
