ZipCode,Population,case_count_cumulative,case_count_last_30_days,case_count_last_14_days,case_count_per_100K_cumulative,case_count_per_100K_last_30_days,case_count_per_100K_last_14_days,population_density,num_universities,num_uni_students
44809,321,None,None,None,None,None,None,795.6,0,0
44811,12667,431,256,101,3402.5,2021.0,797.3,108.1,0,0
44813,9312,236,122,69,2534.4,1310.1,741,106.1,0,0
44814,2876,71,43,17,2468.7,1495.1,591.1,108.4,0,0
44815,630,13,7,None,2063.5,1111.1,None,536.5,0,0
44816,16,None,None,None,None,None,None,2210.5,0,0
44817,1506,49,19,5,3253.7,1261.6,332,54.6,0,0
44818,2394,59,28,12,2464.5,1169.6,501.3,31.2,0,0
44820,17522,554,279,124,3161.7,1592.3,707.7,110.9,0,0
44822,2749,73,37,16,2655.5,1345.9,582,68.9,0,0
44824,3944,122,83,38,3093.3,2104.5,963.5,142.6,0,0
44825,102,None,None,None,None,None,None,679.9,0,0
44826,1803,44,15,8,2440.4,831.9,443.7,65.0,0,0
44827,6980,225,115,35,3223.5,1647.6,501.4,145.3,0,0
44828,73,None,None,None,None,None,None,123.9,0,0
44830,18690,595,313,165,3183.5,1674.7,882.8,155.0,0,0
44833,16558,594,309,124,3587.4,1866.2,748.9,186.0,0,0
44836,2330,63,35,12,2703.9,1502.1,515,70.4,0,0
44837,4408,54,26,8,1225.0,589.8,181.5,64.8,0,0
44838,261,15,5,None,5747.1,1915.7,None,676.4,0,0
44839,12264,374,170,75,3049.6,1386.2,611.5,299.1,0,0
44840,2594,55,27,11,2120.3,1040.9,424.1,72.4,0,0
44841,619,27,16,None,4361.9,2584.8,None,32.3,0,0
44842,5392,141,48,27,2615.0,890.2,500.7,73.2,0,0
44843,2126,52,32,14,2445.9,1505.2,658.5,86.4,0,0
44844,492,28,16,7,5691.1,3252.0,1422.8,38.6,0,0
44845,None,None,None,None,None,None,None,None,0,0
44846,3486,99,47,19,2839.9,1348.3,545,130.1,0,0
44847,3344,88,53,21,2631.6,1584.9,628,53.5,0,0
44848,None,None,None,None,None,None,None,None,0,0
44849,2522,72,33,10,2854.9,1308.5,396.5,45.2,0,0
44850,43,None,None,None,None,None,None,15.8,0,0
44851,4679,76,45,24,1624.3,961.7,512.9,66.5,0,0
44853,1372,47,19,7,3425.7,1384.8,510.2,46.0,0,0
44854,1708,43,33,15,2517.6,1932.1,878.2,42.3,0,0
44855,1337,17,6,None,1271.5,448.8,None,50.4,0,0
44856,263,None,None,None,None,None,None,2369.4,0,0
44857,23394,616,385,156,2633.2,1645.7,666.8,280.9,0,0
44859,2158,25,17,6,1158.5,787.8,278,47.6,0,0
44860,None,None,None,None,None,None,None,None,0,0
44861,65,None,None,None,None,None,None,1815.7,0,0
44862,None,None,None,None,None,None,None,None,0,0
44864,3718,64,27,13,1721.4,726.2,349.7,58.0,0,0
44865,3208,92,45,25,2867.8,1402.7,779.3,105.0,0,0
44866,1994,26,17,7,1303.9,852.6,351.1,89.5,0,0
44867,2557,66,40,17,2581.1,1564.3,664.8,42.2,0,0
44870,39597,1486,592,256,3752.8,1495.1,646.5,445.0,0,0
44871,None,None,None,None,None,None,None,None,0,0
44874,331,None,None,None,None,None,None,824.5,0,0
44875,13437,344,183,97,2560.1,1361.9,721.9,172.0,0,0
44878,3118,53,32,13,1699.8,1026.3,416.9,47.3,0,0
44880,2844,43,30,13,1512.0,1054.9,457.1,100.7,0,0
44881,None,None,None,None,None,None,None,275.9,0,0
44882,2849,87,56,25,3053.7,1965.6,877.5,37.0,0,0
44883,28183,1154,661,200,4094.7,2345.4,709.6,174.0,2,5330
44887,836,16,12,5,1913.9,1435.4,598.1,41.3,0,0
44888,None,None,None,None,None,None,None,None,0,0
44889,7071,115,56,27,1626.4,792,381.8,83.3,0,0
44890,11245,439,141,80,3904.0,1253.9,711.4,128.5,0,0
44901,2627,45,None,None,1713.0,None,None,21756.2,0,0
44902,4850,79,40,24,1628.9,824.7,494.8,2746.4,0,0
44903,23604,806,442,216,3414.7,1872.6,915.1,211.9,0,0
44904,13542,493,256,98,3640.5,1890.4,723.7,266.7,0,0
44905,13719,433,161,86,3156.2,1173.6,626.9,1096.1,0,0
44906,16849,464,291,143,2753.9,1727.1,848.7,824.8,1,4700
44907,14885,447,236,122,3003.0,1585.5,819.6,1837.1,0,0
44999,None,None,None,None,None,None,None,None,0,0
45001,759,24,18,11,3162.1,2371.5,1449.3,927.7,0,0
45002,13865,640,316,128,4615.9,2279.1,923.2,516.4,0,0
45003,552,15,None,None,2717.4,None,None,54.4,0,0
45004,None,None,None,None,None,None,None,None,0,0
45005,31371,1450,648,292,4622.1,2065.6,930.8,831.4,0,0
45011,71451,2595,1148,557,3631.9,1606.7,779.6,1122.3,0,0
45012,None,None,None,None,None,None,None,None,0,0
45013,53933,1958,899,425,3630.4,1666.9,788,461.2,0,0
45014,43848,2128,822,366,4853.1,1874.7,834.7,2016.4,0,0
45015,11714,403,148,64,3440.3,1263.4,546.4,1965.4,0,0
45018,None,None,None,None,None,None,None,None,0,0
45025,None,None,None,None,None,None,None,None,0,0
45026,None,None,None,None,None,None,None,None,0,0
45030,19125,885,475,226,4627.5,2483.7,1181.7,410.8,0,0
45032,364,8,None,None,2197.8,None,None,1231.4,0,0
45033,249,None,None,None,None,None,None,7500.9,0,0
45034,1273,32,17,12,2513.7,1335.4,942.7,1023.2,0,0
45036,38221,1558,573,255,4076.3,1499.2,667.2,476.5,0,0
45039,25142,917,434,191,3647.3,1726.2,759.7,1442.1,0,0
45040,54507,1881,804,409,3450.9,1475.0,750.4,1850.6,0,0
45041,87,None,None,None,None,None,None,535.3,0,0
45042,26638,1095,518,223,4110.7,1944.6,837.1,533.5,0,0
45043,None,None,None,None,None,None,None,None,0,0
45044,54680,2063,832,349,3772.9,1521.6,638.3,1369.7,0,0
45050,8773,408,193,87,4650.6,2199.9,991.7,1238.9,0,0
45051,174,None,None,None,None,None,None,2047.9,0,0
45052,3667,189,109,39,5154.1,2972.5,1063.5,308.5,0,0
45053,None,None,None,None,None,None,None,115.1,0,0
45054,2926,64,34,15,2187.3,1162.0,512.6,73.1,0,0
45055,None,None,None,None,None,None,None,None,0,0
45056,27957,2261,302,150,8087.4,1080.2,536.5,359.0,1,18620
45061,None,None,None,None,None,None,None,None,0,0
45062,686,29,15,8,4227.4,2186.6,1166.2,2098.6,0,0
45063,None,None,None,None,None,None,None,None,0,0
45064,3060,121,55,20,3954.2,1797.4,653.6,94.7,0,0
45065,4765,209,90,47,4386.1,1888.8,986.4,1965.2,0,0
45066,24836,1130,513,231,4549.8,2065.6,930.1,1167.0,0,0
45067,14970,517,196,92,3453.6,1309.3,614.6,702.5,0,0
45068,11402,407,174,85,3569.5,1526.0,745.5,151.5,0,0
45069,51117,1805,839,389,3531.1,1641.3,761,1760.4,0,0
45070,185,10,8,5,5405.4,4324.3,2702.7,476.8,0,0
45071,None,None,None,None,None,None,None,None,0,0
45101,2287,44,27,18,1923.9,1180.6,787.1,129.4,0,0
45102,22397,737,354,171,3290.6,1580.6,763.5,1005.5,0,0
45103,32525,1012,526,251,3111.5,1617.2,771.7,377.6,0,0
45105,None,None,None,None,None,None,None,None,0,0
45106,12382,268,130,61,2164.4,1049.9,492.7,166.5,0,0
45107,9909,312,138,69,3148.7,1392.7,696.3,119.1,0,0
45110,None,None,None,None,None,None,None,None,0,0
45111,324,6,None,None,1851.9,None,None,400.6,0,0
45112,84,None,None,None,None,None,None,133.1,0,0
45113,3610,141,49,20,3905.8,1357.3,554,92.4,0,0
45114,None,None,None,None,None,None,None,None,0,0
45115,143,None,None,None,None,None,None,117.2,0,0
45118,3579,109,53,32,3045.5,1480.9,894.1,91.0,1,500
45119,None,None,None,None,None,None,None,None,0,0
45120,2750,71,56,19,2581.8,2036.4,690.9,71.6,0,0
45121,9245,270,155,76,2920.5,1676.6,822.1,89.9,0,0
45122,10511,324,163,77,3082.5,1550.8,732.6,246.4,0,0
45123,8736,196,81,35,2243.6,927.2,400.6,86.0,0,0
45130,4028,74,42,28,1837.1,1042.7,695.1,98.0,0,0
45131,227,None,None,None,None,None,None,1095.8,0,0
45132,398,None,None,None,None,None,None,1387.7,0,0
45133,23764,697,309,154,2933.0,1300.3,648,72.1,1,2462
45135,4705,92,33,15,1955.4,701.4,318.8,67.0,0,0
45138,None,None,None,None,None,None,None,None,0,0
45140,56933,1921,945,402,3374.1,1659.8,706.1,1144.6,0,0
45142,3696,110,61,24,2976.2,1650.4,649.4,67.4,0,0
45144,4400,116,81,37,2636.4,1840.9,840.9,68.5,0,0
45145,19,None,None,None,None,None,None,None,0,0
45146,1458,31,8,None,2126.2,548.7,None,55.5,0,0
45147,191,8,None,None,4188.5,None,None,194.2,0,0
45148,1467,34,13,None,2317.7,886.2,None,65.5,0,0
45150,32618,1115,623,250,3418.4,1910.0,766.4,962.2,0,0
45152,11656,425,195,79,3646.2,1673.0,677.8,215.9,0,0
45153,1804,47,23,13,2605.3,1274.9,720.6,67.4,0,0
45154,8994,242,115,66,2690.7,1278.6,733.8,138.4,0,0
45155,371,5,None,None,1347.7,None,None,597.3,0,0
45156,73,None,None,None,None,None,None,117.8,0,0
45157,10315,225,114,57,2181.3,1105.2,552.6,231.1,0,0
45158,373,8,7,None,2144.8,1876.7,None,1835.0,0,0
45159,3773,83,52,15,2199.8,1378.2,397.6,66.2,0,0
45160,865,16,10,None,1849.7,1156.1,None,2420.3,0,0
45162,2666,88,48,21,3300.8,1800.5,787.7,103.0,0,0
45164,241,5,None,None,2074.7,None,None,1009.4,0,0
45166,69,None,None,None,None,None,None,229.9,0,0
45167,3700,65,50,34,1756.8,1351.4,918.9,57.5,0,0
45168,1667,38,23,11,2279.5,1379.7,659.9,47.0,0,0
45169,4513,150,74,26,3323.7,1639.7,576.1,50.9,0,0
45171,5771,151,66,35,2616.5,1143.6,606.5,83.7,0,0
45172,191,None,None,None,None,None,None,349.1,0,0
45174,2350,54,15,7,2297.9,638.3,297.9,1746.9,0,0
45176,9434,245,132,68,2597.0,1399.2,720.8,167.3,0,0
45177,22385,542,262,97,2421.3,1170.4,433.3,125.4,1,1200
45201,None,None,None,None,None,None,None,None,0,0
45202,14105,807,288,122,5721.4,2041.8,864.9,4594.3,1,209
45203,2429,78,21,9,3211.2,864.6,370.5,1691.5,0,0
45204,5773,146,49,16,2529.0,848.8,277.2,2041.4,0,0
45205,18533,709,174,75,3825.6,938.9,404.7,6704.3,0,0
45206,10825,355,143,64,3279.4,1321.0,591.2,5176.0,1,1567
45207,7133,291,97,43,4079.6,1359.9,602.8,6390.0,1,6650
45208,18503,596,232,98,3221.1,1253.9,529.6,4438.9,0,0
45209,11082,484,198,73,4367.4,1786.7,658.7,3988.3,0,0
45211,37201,1576,637,260,4236.4,1712.3,698.9,4125.5,0,0
45212,22529,743,244,100,3298.0,1083.0,443.9,5901.0,0,0
45213,12574,396,138,59,3149.4,1097.5,469.2,3905.6,0,0
45214,7791,223,74,44,2862.3,949.8,564.8,3455.2,0,0
45215,30814,1031,380,193,3345.9,1233.2,626.3,2605.4,0,0
45216,8925,320,127,62,3585.4,1423.0,694.7,3200.2,0,0
45217,7232,231,82,44,3194.1,1133.8,608.4,3207.3,0,0
45218,3915,140,59,23,3576.0,1507.0,587.5,2326.9,0,0
45219,18029,950,203,66,5269.3,1126.0,366.1,10379.7,0,0
45220,13838,469,131,53,3389.2,946.7,383,5172.7,0,0
45221,None,None,None,None,None,None,None,None,1,46224
45222,None,None,None,None,None,None,None,None,0,0
45223,11982,371,107,41,3096.3,893,342.2,2099.7,1,10707
45224,21402,708,246,124,3308.1,1149.4,579.4,3118.8,0,0
45225,9418,241,78,47,2558.9,828.2,499,2810.7,0,0
45226,5346,188,91,40,3516.6,1702.2,748.2,854.1,0,0
45227,18391,647,265,136,3518.0,1440.9,739.5,3062.2,0,0
45228,None,None,None,None,None,None,None,None,0,0
45229,13090,413,132,63,3155.1,1008.4,481.3,4668.6,0,0
45230,27778,802,353,156,2887.2,1270.8,561.6,1881.8,0,0
45231,40071,1897,646,339,4734.1,1612.1,846,2795.3,0,0
45232,6849,175,68,41,2555.1,992.8,598.6,2673.6,0,0
45233,16025,834,395,145,5204.4,2464.9,904.8,1360.5,1,2300
45234,None,None,None,None,None,None,None,None,0,0
45235,None,None,None,None,None,None,None,None,0,0
45236,24486,735,354,161,3001.7,1445.7,657.5,3504.7,0,0
45237,20193,742,241,120,3674.5,1193.5,594.3,3314.6,0,0
45238,45614,2102,803,308,4608.2,1760.4,675.2,4576.5,0,0
45239,29809,1285,490,222,4310.8,1643.8,744.7,4354.1,1,548
45240,27161,1454,468,222,5353.3,1723.1,817.3,2943.5,0,0
45241,24366,803,348,154,3295.6,1428.2,632,1290.5,0,0
45242,22625,660,262,115,2917.1,1158.0,508.3,1599.1,0,0
45243,15075,421,182,68,2792.7,1207.3,451.1,749.8,0,0
45244,28602,879,436,182,3073.2,1524.4,636.3,1289.8,0,0
45245,20800,712,313,144,3423.1,1504.8,692.3,1197.4,0,0
45246,14206,607,216,94,4272.8,1520.5,661.7,1473.7,0,0
45247,22544,1145,527,233,5079.0,2337.7,1033.5,1045.3,0,0
45248,25324,1092,550,204,4312.1,2171.9,805.6,2120.2,0,0
45249,13156,381,193,84,2896.0,1467.0,638.5,2046.7,0,0
45250,None,None,None,None,None,None,None,None,0,0
45251,22502,985,325,139,4377.4,1444.3,617.7,1836.0,0,0
45252,4336,184,79,28,4243.5,1822.0,645.8,418.4,0,0
45253,None,None,None,None,None,None,None,None,0,0
45254,None,None,None,None,None,None,None,None,0,0
45255,21767,634,277,128,2912.7,1272.6,588,1652.1,0,0
45258,None,None,None,None,None,None,None,None,0,0
45262,None,None,None,None,None,None,None,None,0,0
45263,None,None,None,None,None,None,None,None,0,0
45264,None,None,None,None,None,None,None,None,0,0
45267,None,None,None,None,None,None,None,None,0,0
45268,None,None,None,None,None,None,None,None,0,0
45269,None,None,None,None,None,None,None,None,0,0
45270,None,None,None,None,None,None,None,None,0,0
45271,None,None,None,None,None,None,None,None,0,0
45273,None,None,None,None,None,None,None,None,0,0
45274,None,None,None,None,None,None,None,None,0,0
45275,None,None,None,None,None,None,None,None,0,0
45277,None,None,None,None,None,None,None,None,0,0
45280,None,None,None,None,None,None,None,None,0,0
45296,None,None,None,None,None,None,None,None,0,0
45298,None,None,None,None,None,None,None,None,0,0
45299,None,None,None,None,None,None,None,None,0,0
45301,130,5,None,None,3846.2,None,None,1429.1,0,0
45302,4172,184,71,30,4410.4,1701.8,719.1,83.3,0,0
45303,2724,110,50,22,4038.2,1835.5,807.6,65.5,0,0
45304,7084,301,165,97,4249.0,2329.2,1369.3,89.5,0,0
45305,11161,398,185,83,3566.0,1657.6,743.7,766.0,0,0
45306,2370,87,40,5,3670.9,1687.8,211,74.5,0,0
45307,330,8,None,None,2424.2,None,None,1973.8,0,0
45308,4139,157,83,38,3793.2,2005.3,918.1,80.7,0,0
45309,12439,452,216,77,3633.7,1736.5,619,188.9,0,0
45310,270,23,6,None,8518.5,2222.2,None,1231.3,0,0
45311,6197,243,135,69,3921.3,2178.5,1113.4,68.4,0,0
45312,1277,57,38,13,4463.6,2975.7,1018.0,56.1,0,0
45314,6010,253,130,48,4209.7,2163.1,798.7,117.5,1,4193
45315,4066,254,105,57,6246.9,2582.4,1401.9,395.9,0,0
45316,108,None,None,None,None,None,None,1309.0,0,0
45317,1226,27,11,None,2202.3,897.2,None,34.8,0,0
45318,5638,237,120,59,4203.6,2128.4,1046.5,127.3,0,0
45319,378,9,7,None,2381.0,1851.9,None,999.0,0,0
45320,14982,638,291,104,4258.4,1942.3,694.2,113.4,0,0
45321,851,36,20,5,4230.3,2350.2,587.5,80.4,0,0
45322,21282,912,431,198,4285.3,2025.2,930.4,1077.2,0,0
45323,4973,183,105,32,3679.9,2111.4,643.5,859.2,0,0
45324,41029,1422,653,295,3465.8,1591.6,719,1242.6,0,0
45325,2266,85,44,21,3751.1,1941.7,926.7,94.6,0,0
45326,1066,34,18,11,3189.5,1688.6,1031.9,40.9,0,0
45327,9356,422,179,69,4510.5,1913.2,737.5,193.5,0,0
45328,564,20,11,5,3546.1,1950.4,886.5,1478.3,0,0
45330,846,59,28,9,6974.0,3309.7,1063.8,930.8,0,0
45331,22041,1124,539,283,5099.6,2445.4,1284.0,148.5,0,0
45332,825,23,14,5,2787.9,1697.0,606.1,52.0,0,0
45333,1368,59,29,9,4312.9,2119.9,657.9,53.4,0,0
45334,2117,70,40,18,3306.6,1889.5,850.3,88.8,0,0
45335,6781,208,104,41,3067.4,1533.7,604.6,77.3,0,0
45336,161,6,5,None,3726.7,3105.6,None,239.9,0,0
45337,1918,46,17,9,2398.3,886.3,469.2,76.5,0,0
45338,5009,163,87,33,3254.1,1736.9,658.8,95.5,0,0
45339,1385,42,22,7,3032.5,1588.4,505.4,102.6,0,0
45340,688,28,10,6,4069.8,1453.5,872.1,23.0,0,0
45341,3857,142,59,18,3681.6,1529.7,466.7,545.8,0,0
45342,36659,1622,713,319,4424.6,1945.0,870.2,1041.6,0,0
45343,None,None,None,None,None,None,None,None,0,0
45344,16104,599,304,96,3719.6,1887.7,596.1,255.4,0,0
45345,6458,187,101,37,2895.6,1564.0,572.9,269.7,0,0
45346,1938,83,51,19,4282.8,2631.6,980.4,54.4,0,0
45347,4479,174,95,38,3884.8,2121.0,848.4,85.0,0,0
45348,1026,64,22,10,6237.8,2144.2,974.7,27.5,0,0
45349,380,11,10,None,2894.7,2631.6,None,1783.5,0,0
45350,106,11,None,None,10377.4,None,None,690.0,0,0
45351,212,12,None,None,5660.4,None,None,685.4,0,0
45352,242,7,None,None,2892.6,None,None,1233.2,0,0
45353,142,5,None,None,3521.1,None,None,74.0,0,0
45354,456,12,None,None,2631.6,None,None,652.8,0,0
45356,25209,1097,527,216,4351.6,2090.5,856.8,330.9,1,4000
45358,348,14,13,9,4023.0,3735.6,2586.2,2864.0,0,0
45359,1938,82,51,26,4231.2,2631.6,1341.6,123.9,0,0
45360,453,9,None,None,1986.8,None,None,3339.4,0,0
45361,328,5,None,None,1524.4,None,None,617.5,0,0
45362,1141,41,10,7,3593.3,876.4,613.5,43.1,0,0
45363,1698,111,37,14,6537.1,2179.0,824.5,78.0,0,0
45365,30232,1175,552,219,3886.6,1825.9,724.4,187.0,0,0
45367,None,None,None,None,None,None,None,None,0,0
45368,4907,144,63,17,2934.6,1283.9,346.4,59.0,0,0
45369,3492,135,59,27,3866.0,1689.6,773.2,78.2,0,0
45370,2479,71,35,16,2864.1,1411.9,645.4,106.7,0,0
45371,19867,1118,501,219,5627.4,2521.8,1102.3,376.3,0,0
45372,319,6,None,None,1880.9,None,None,1826.2,0,0
45373,35989,1682,812,391,4673.7,2256.2,1086.4,409.7,0,0
45374,None,None,None,None,None,None,None,None,0,0
45377,15280,633,353,191,4142.7,2310.2,1250.0,671.6,0,0
45378,362,19,13,6,5248.6,3591.2,1657.5,1672.3,0,0
45380,5385,332,87,29,6165.3,1615.6,538.5,76.4,0,0
45381,5430,195,94,26,3591.2,1731.1,478.8,107.0,0,0
45382,1287,43,20,13,3341.1,1554.0,1010.1,67.8,0,0
45383,6912,230,127,65,3327.5,1837.4,940.4,277.7,0,0
45384,2053,55,22,9,2679.0,1071.6,438.4,1153.5,2,2138
45385,38635,1423,735,320,3683.2,1902.4,828.3,281.5,0,0
45387,5456,99,46,21,1814.5,843.1,384.9,187.0,2,422
45388,853,35,8,None,4103.2,937.9,None,50.5,0,0
45389,478,15,6,None,3138.1,1255.2,None,1563.4,0,0
45390,3288,175,96,56,5322.4,2919.7,1703.2,62.5,0,0
45401,None,None,None,None,None,None,None,None,0,0
45402,10053,420,147,64,4177.9,1462.3,636.6,2463.2,2,29200
45403,14159,477,194,76,3368.9,1370.2,536.8,3644.5,0,0
45404,10809,406,137,70,3756.1,1267.5,647.6,1591.6,0,0
45405,16845,654,253,78,3882.5,1501.9,463,4574.9,0,0
45406,19432,837,298,148,4307.3,1533.6,761.6,4078.2,0,0
45408,None,None,None,None,None,None,None,None,0,0
45409,15593,766,171,69,4912.5,1096.6,442.5,4461.3,0,0
45410,16079,443,193,78,2755.1,1200.3,485.1,7071.4,0,0
45412,None,None,None,None,None,None,None,None,0,0
45413,None,None,None,None,None,None,None,None,0,0
45414,20403,765,315,130,3749.4,1543.9,637.2,910.2,0,0
45415,13519,582,235,98,4305.1,1738.3,724.9,2019.7,0,0
45416,6139,329,167,115,5359.2,2720.3,1873.3,3162.8,0,0
45417,29332,1078,403,187,3675.2,1373.9,637.5,964.4,0,0
45418,1871,None,None,None,None,None,None,None,0,0
45419,15097,452,221,82,2994.0,1463.9,543.2,3762.1,0,0
45420,25145,753,372,180,2994.6,1479.4,715.8,4167.5,0,0
45422,None,None,None,None,None,None,None,None,0,0
45423,None,None,None,None,None,None,None,None,0,0
45424,50804,1944,921,401,3826.5,1812.8,789.3,1585.8,0,0
45426,15730,767,231,130,4876.0,1468.5,826.4,774.2,0,0
45427,None,None,None,None,None,None,None,None,0,0
45428,335,None,None,None,None,None,None,527.5,0,0
45429,25740,850,474,191,3302.3,1841.5,742,2548.0,1,760
45430,7289,250,124,62,3429.8,1701.2,850.6,1492.6,0,0
45431,28084,767,366,155,2731.1,1303.2,551.9,2352.6,0,0
45432,14818,473,255,133,3192.1,1720.9,897.6,1982.6,0,0
45433,2734,52,9,None,1902.0,329.2,None,229.9,1,860
45434,12256,403,198,95,3288.2,1615.5,775.1,1111.7,0,0
45435,None,None,None,None,None,None,None,None,1,16842
45437,None,None,None,None,None,None,None,None,0,0
45439,10185,413,175,71,4055.0,1718.2,697.1,1580.8,0,0
45440,20633,846,446,191,4100.2,2161.6,925.7,2199.5,0,0
45441,None,None,None,None,None,None,None,None,0,0
45448,None,None,None,None,None,None,None,None,0,0
45449,17914,896,448,178,5001.7,2500.8,993.6,2690.2,0,0
45454,None,None,None,None,None,None,None,None,0,0
45458,32068,1394,562,266,4347.0,1752.5,829.5,1529.7,0,0
45459,26979,1063,486,198,3940.1,1801.4,733.9,1949.4,0,0
45463,None,None,None,None,None,None,None,None,0,0
45469,None,None,None,None,None,None,None,None,1,11074
45470,None,None,None,None,None,None,None,None,0,0
45475,None,None,None,None,None,None,None,None,0,0
45479,None,None,None,None,None,None,None,None,0,0
45481,None,None,None,None,None,None,None,None,0,0
45482,None,None,None,None,None,None,None,None,0,0
45490,None,None,None,None,None,None,None,None,0,0
45501,None,None,None,None,None,None,None,None,0,0
45502,15779,653,319,117,4138.4,2021.7,741.5,134.4,0,0
45503,32363,1519,671,317,4693.6,2073.4,979.5,1762.1,0,0
45504,17639,754,314,126,4274.6,1780.1,714.3,780.8,1,1964
45505,19919,749,296,118,3760.2,1486.0,592.4,1434.5,1,6400
45506,13868,514,185,70,3706.4,1334.0,504.8,1166.4,0,0
45601,56753,2012,611,263,3545.2,1076.6,463.4,164.9,0,0
45612,4793,116,48,13,2420.2,1001.5,271.2,51.5,0,0
45613,2734,122,53,19,4462.3,1938.6,695,51.6,0,0
45614,4825,143,64,35,2963.7,1326.4,725.4,67.4,0,0
45616,1461,29,22,8,1984.9,1505.8,547.6,17.1,0,0
45617,279,None,None,None,None,None,None,1506.7,0,0
45618,13,None,None,None,None,None,None,310.0,0,0
45619,7585,213,99,42,2808.2,1305.2,553.7,226.5,0,0
45620,955,14,8,5,1466.0,837.7,523.6,48.3,0,0
45621,309,7,None,None,2265.4,None,None,1503.2,0,0
45622,138,5,None,None,3623.2,None,None,15.1,0,0
45623,3075,96,54,10,3122.0,1756.1,325.2,43.6,0,0
45624,None,None,None,None,None,None,None,230.5,0,0
45628,5082,164,55,15,3227.1,1082.3,295.2,56.8,0,0
45629,2855,94,33,11,3292.5,1155.9,385.3,113.8,0,0
45630,80,None,None,None,None,None,None,1712.7,0,0
45631,14630,415,284,132,2836.6,1941.2,902.3,127.7,0,0
45633,None,None,None,None,None,None,None,None,0,0
45634,1926,44,18,9,2284.5,934.6,467.3,54.8,0,0
45636,120,None,None,None,None,None,None,253.5,0,0
45638,21715,866,359,150,3988.0,1653.2,690.8,275.2,0,0
45640,16079,534,233,115,3321.1,1449.1,715.2,91.4,0,0
45642,None,None,None,None,None,None,None,503.6,0,0
45643,None,None,None,None,None,None,None,None,0,0
45644,4679,123,60,19,2628.8,1282.3,406.1,76.4,0,0
45645,2357,107,48,18,4539.7,2036.5,763.7,69.4,0,0
45646,499,None,None,None,None,None,None,16.3,0,0
45647,2579,56,24,9,2171.4,930.6,349,33.6,0,0
45648,12886,355,149,68,2754.9,1156.3,527.7,85.9,0,0
45650,460,12,10,None,2608.7,2173.9,None,13.9,0,0
45651,6019,106,47,17,1761.1,780.9,282.4,41.9,0,0
45652,4120,97,61,15,2354.4,1480.6,364.1,122.5,0,0
45653,3782,135,76,28,3569.5,2009.5,740.3,88.6,0,0
45654,1177,18,8,None,1529.3,679.7,None,16.4,0,0
45656,6364,188,96,36,2954.1,1508.5,565.7,51.7,0,0
45657,1925,60,33,11,3116.9,1714.3,571.4,29.6,0,0
45658,2989,51,19,9,1706.3,635.7,301.1,26.9,0,0
45659,2574,92,45,13,3574.2,1748.3,505.1,29.3,0,0
45660,7246,228,138,50,3146.6,1904.5,690,42.7,0,0
45661,6956,237,125,63,3407.1,1797.0,905.7,68.2,0,0
45662,30289,736,341,124,2429.9,1125.8,409.4,539.1,1,4247
45663,6162,161,83,39,2612.8,1347.0,632.9,98.7,0,0
45669,10040,266,128,41,2649.4,1274.9,408.4,294.1,0,0
45671,274,7,None,None,2554.7,None,None,32.8,0,0
45672,1527,27,10,8,1768.2,654.9,523.9,19.6,0,0
45673,367,19,14,6,5177.1,3814.7,1634.9,745.5,0,0
45674,651,31,10,6,4761.9,1536.1,921.7,434.0,1,2202
45675,None,None,None,None,None,None,None,None,0,0
45677,None,None,None,None,None,None,None,None,0,0
45678,1086,25,16,None,2302.0,1473.3,None,27.9,0,0
45679,2830,89,53,20,3144.9,1872.8,706.7,48.8,0,0
45680,12977,405,183,82,3120.9,1410.2,631.9,373.8,0,0
45681,1670,35,14,None,2095.8,838.3,None,48.4,0,0
45682,2090,54,23,8,2583.7,1100.5,382.8,50.8,0,0
45683,None,None,None,None,None,None,None,None,0,0
45684,2093,44,35,6,2102.2,1672.2,286.7,22.2,0,0
45685,1120,37,12,10,3303.6,1071.4,892.9,37.5,0,0
45686,3699,61,33,17,1649.1,892.1,459.6,39.0,0,0
45687,None,None,None,None,None,None,None,None,0,0
45688,608,18,10,None,2960.5,1644.7,None,17.6,0,0
45690,15599,407,192,70,2609.1,1230.8,448.7,96.9,0,0
45692,8731,253,129,65,2897.7,1477.5,744.5,103.8,0,0
45693,8691,279,171,62,3210.2,1967.6,713.4,63.7,0,0
45694,11618,390,167,59,3356.9,1437.4,507.8,175.7,0,0
45695,657,20,None,None,3044.1,None,None,16.4,0,0
45696,1595,30,16,9,1880.9,1003.1,564.3,38.4,0,0
45697,4759,142,97,35,2983.8,2038.2,735.4,51.8,0,0
45698,305,None,None,None,None,None,None,117.6,0,0
45699,None,None,None,None,None,None,None,None,0,0
45701,35704,1459,312,136,4086.4,873.9,380.9,228.6,1,29217
45710,5222,124,70,33,2374.6,1340.5,631.9,57.7,0,0
45711,1232,10,None,None,811.7,None,None,26.2,0,0
45712,None,None,None,None,None,None,None,None,0,0
45713,None,None,None,None,None,None,None,None,0,0
45714,9388,199,151,56,2119.7,1608.4,596.5,270.5,0,0
45715,2440,53,29,14,2172.1,1188.5,573.8,57.1,0,0
45716,474,13,10,8,2742.6,2109.7,1687.8,1099.5,0,0
45717,None,None,None,None,None,None,None,None,0,0
45719,1019,13,7,5,1275.8,686.9,490.7,1773.3,0,0
45720,None,None,None,None,None,None,None,None,0,0
45721,34,None,None,None,None,None,None,819.8,0,0
